Vehicle_ID,Effective_Revocation_Time
9fad04798374c826,6.517752999999999
6a3999e8c3a8440c,6.144722000000002
8981dd6370bf9040,7.3569789999999955
0421000f1eb43b89,27.545356999999996
6f386953cc33443a,27.510334
e76f1f6474c32913,35.19912500000001
f56fc4f4ea8ad1ec,35.36573100000001
308e998aa9a729b2,33.990178000000014
e385efe0fa8840a0,34.040052
285738d6e95ad7a4,34.605969000000016
4be246882e149dfd,36.48577499999999
eddeedccdead86b2,11.106456999999978
56f3a016227343f5,11.384716999999966
d71a8a71baa6e694,110.68007599999999
3d872a9c8e968742,110.22028999999998
36938788201d28ee,31.64466600000003
56f3a2b0b7e41978,48.628288
d2160c0902697bd0,49.75426200000004
7c90dd515ce138ff,27.35726199999999
3ea2daaf8b9bd84f,27.35241499999995
7e5489453abb5b97,20.93848700000001
a57d6d05c5a6ac7a,20.392061000000012
de0cbc101b34ba1f,46.24639400000001
1762844ea332c0fa,46.51777900000002
045de25228525e93,24.580686000000014
794064ca6750b28e,24.869117999999958
83f815b1e4258611,27.156497000000172
a093c752eed65312,36.66385300000002
aff2f8f7a5568a86,39.106116000000156
b38bfbefb1d45477,35.66569400000003
d51481c314025904,35.20152800000005
02f39b66979f9248,16.20042699999999
6dce4df7eee938dc,16.871232999999847
4a73b3c4bd239f21,75.50935999999979
70aa0c890cb4c442,38.46648499999992
29d5c23aaa98baf6,57.58850399999983
23e8961fae27db0c,78.4417910000002
e8a322b542bc5f2b,7.807488000000376
842085e888c753b3,8.9800580000001
5f93423e61908287,72.90782600000011
63209cca9e79397f,35.418669000000136
6591791b78db980c,33.6234300000001
1531d4b7398a7c9b,29.092517000000043
91909635b070af68,137.73453299999983
84c367a8e1ca72de,98.40560000000005
75f43a8833234cb1,98.29108099999985
