Vehicle_ID,Effective_Revocation_Time
b4cb730e25af7aeb,2.7480369999999965
93e332019af8c509,2.837137999999996
05fa5a30735c9089,3.126024000000001
0acee6155dd08ea3,3.301899000000006
7b220168dfd8c087,2.836763000000005
3b9ab9f78add6c57,3.0520949999999942
74de161c21cc34b6,3.305257999999995
0ef9de4839c7d0a6,3.2705820000000045
cbd991c7c0c6c6bc,3.4832289999999944
bfbec75ae3df7c8b,3.434032000000002
2a26729f28a3ad8a,3.471361999999999
08c5cccbac09f029,3.245166999999995
8491b04861a5ccfa,1.0153080000000045
a0055c0f666a02a8,1.2324959999999692
3050073e327cd416,1.566596000000004
