Vehicle_ID,Effective_Revocation_Time
f_1.3,170.638494
f_1.2,156.103336
f_1.1,134.806237
f_1.8,175.027713
f_1.6,138.78078399999998
f_1.12,165.79266700000002
f_1.9,27.513203999999973
f_1.5,70.387833
f_1.7,20.020269999999982
f_1.23,112.432977
f_1.22,94.28653500000001
f_1.26,104.89780399999995
f_1.16,0.8825249999999869
f_1.25,32.658127000000036
f_1.19,46.149676
f_1.35,151.54864999999995
f_1.42,137.660214
f_1.39,4.370818999999983
f_1.37,65.60304599999995
f_1.46,72.38480699999991
f_1.38,23.687857000000008
f_1.56,165.48228300000005
f_1.54,80.03656999999998
f_1.63,88.82729800000016
f_1.60,37.1319460000002
f_1.69,116.40933099999984
f_1.64,81.58873799999992
f_1.70,82.65991200000008
f_1.78,136.60506900000019
f_1.73,64.94098099999997
f_1.85,116.27689899999996
f_1.82,5.740131000000019
f_1.84,79.85961999999995
f_1.91,68.76941299999999
f_1.99,88.42110100000014
f_1.128,106.32464600000003
f_1.122,85.64315199999965
f_1.130,86.16787099999965
f_1.132,122.78320299999996
f_1.124,11.684024000000136
f_1.129,96.7139189999998
f_1.159,47.97275300000001
f_1.163,32.53342399999974
f_1.170,110.67824000000019
f_1.184,158.96649400000024
f_1.182,71.82775300000003
f_1.185,17.509586000000127
