Vehicle_ID,Effective_Revocation_Time
f_1.2,36.103336
f_1.5,11.153774999999996
f_1.7,47.303188000000006
f_1.8,12.881326999999999
f_1.6,42.44316500000002
f_1.3,26.838375999999982
f_1.13,21.813349000000017
f_1.14,43.670132000000024
f_1.17,29.892209000000037
f_1.24,26.13554799999997
f_1.20,22.86189300000001
f_1.19,53.571504000000004
f_1.22,1.9394790000000057
f_1.29,14.76948799999991
f_1.23,14.043459999999982
f_1.40,10.543096999999989
f_1.31,26.91234899999995
f_1.33,40.39336800000001
f_1.47,49.361436000000026
f_1.49,3.3177959999998166
f_1.50,0.22010900000009315
f_1.58,17.734945000000153
f_1.62,35.812995
f_1.52,7.664706000000024
f_1.66,55.60188599999992
f_1.60,12.201070000000072
f_1.73,58.92094199999997
f_1.59,5.823225999999977
f_1.77,30.479466000000002
f_1.84,16.38141100000007
f_1.92,37.005546000000095
f_1.129,35.550760999999966
f_1.134,47.82808400000022
f_1.165,15.865341000000171
f_1.168,9.293901000000005
f_1.171,10.838474000000133
