Vehicle_ID,Effective_Revocation_Time
943c07cae029f787,13.877925000000005
2f2ffe4ae35d31c0,46.885273
8f5de821f172a72d,29.348994000000005
200cad8b872dfd1a,64.3929
bc4c41b0cb6757ed,192.11156
dcd1aee17fbc74ed,192.39527700000002
91cf284a945a53c3,192.67800200000005
4e29c5cba65e44d6,125.55357800000002
a07f3ff3a8fee190,79.51926199999997
0472111a54d5f531,79.37260499999996
91875096c97731e8,16.717491999999993
336430c010bc1caf,5.1436820000000125
069992a5201a9425,4.967962000000057
1f4e507a87e51daa,42.94391699999994
283af5ede516c683,36.62627299999997
214a36aaf2d86755,36.777512
4e69a9d2719af224,36.76721599999996
bd67d23b21bdb7d0,49.719021
264d2dee247dd8c8,26.120997999999986
c9fb4f6aec4be7d8,91.82374900000002
6ed11beb4524f383,13.039007999999967
089179571cd07d8d,13.641978999999992
cdf86946e498773a,13.73277199999984
46a1a66e42a07ae4,60.58419200000003
a8f79ebe9473a8f6,17.13700999999992
362f0cf8588887f7,32.17621800000006
6124cd1c2be0509a,29.706658999999945
a82c7a0b3d690ad2,12.392947999999933
a13be0c9cb3381f9,43.691467999999986
6ab4ac499fd75089,25.27491400000008
b3fbcef5ece2774e,13.926629999999932
2f32aaf9562f63e6,14.022003999999924
aeda015e2d30a462,46.13691700000004
966e7573459e5863,29.58863999999994
4c7b4532111227cb,18.330332
2d1b92a7a43ca7f3,47.22938299999987
4e64f929a22ffd21,46.69963100000041
eeb54c4395e42bab,17.77284899999995
310a4043b323749e,15.68995700000005
edd73dd355ba65d2,56.75002599999971
7d7f07ab13c3c5d4,8.401283000000149
b53545bbaaed02d8,8.109958000000006
