Vehicle_ID,Effective_Revocation_Time
f_1.3,295.638495
f_1.2,292.103337
f_1.1,226.806237
f_1.8,285.027713
f_1.6,236.78078399999998
f_1.12,176.26230699999996
f_1.9,136.24139299999996
f_1.5,152.917921
f_1.7,187.285786
f_1.23,168.622926
f_1.26,273.340985
f_1.4,151.54854500000002
f_1.25,153.03077600000006
f_1.19,164.71316199999995
f_1.35,185.53274899999997
f_1.21,251.02540800000003
f_1.42,236.76317099999994
f_1.46,198.58642399999985
f_1.38,231.46696299999996
f_1.56,128.375176
f_1.45,12.232379000000037
f_1.65,79.66602499999999
f_1.63,161.40808100000004
f_1.69,231.04802500000005
f_1.44,64.06942099999992
f_1.78,218.12615000000005
f_1.85,238.138649
f_1.82,33.07654400000001
f_1.91,36.57312400000001
f_1.57,270.92186800000013
f_1.92,35.853169999999864
f_1.31,39.02601900000002
f_1.20,173.94160200000005
f_1.128,309.5339240000003
f_1.15,246.545483
f_1.122,86.32073599999967
f_1.132,234.77521699999988
f_1.33,156.87842999999998
f_1.124,11.729151999999885
f_1.129,111.18364100000008
f_1.147,281.2837749999999
f_1.118,267.22888699999976
f_1.86,278.65797399999997
f_1.159,172.21513499999992
f_1.163,146.80793499999982
f_1.170,246.01951700000018
f_1.184,250.22004400000014
f_1.24,146.231626
f_1.182,173.63752999999997
f_1.164,237.76740900000004
f_1.32,228.021882
f_1.185,17.969916000000012
f_1.14,140.37594099999995
f_1.27,213.71551399999998
f_1.47,200.60079300000007
f_1.59,150.43441499999994
f_1.121,237.75269900000012
f_1.113,77.66913699999986
f_1.131,58.70014900000024
f_1.139,176.24546400000008
f_1.127,51.67799300000024
f_1.151,190.1400779999999
f_1.146,11.012405000000399
f_1.152,134.99353400000018
f_1.155,91.17482199999995
f_1.168,18.847064000000046
f_1.179,239.82211800000005
f_1.171,26.383534000000054
f_1.190,164.294758
f_1.187,58.96618499999977
